127.0.0.1 - - [27/Sep/2024:11:01:44 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/vendor/glightbox/js/glightbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/vendor/swiper/swiper-bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/img/about.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/vendor/boxicons/fonts/boxicons.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?a74547b2f0863226942ff8ded57db345 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:01:46 +0530] "GET /SMEVCSnew/assets/img/apple-touch-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:11:33 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:11:33 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:11:41 +0530] "POST /SMEVCSnew/AdminLoginController HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:11:42 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:11:58 +0530] "POST /SMEVCSnew/AdminLoginController HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:00 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:01 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:02 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:02 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:02 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:12 +0530] "GET /SMEVCSnew/ HTTP/1.1" 200 8662
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:12 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:12 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:14 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:20 +0530] "POST /SMEVCSnew/AdminLoginController HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:12:22 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:14:43 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:14:50 +0530] "GET /SMEVCSnew/UserRegister.jsp HTTP/1.1" 200 7728
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:09 +0530] "GET /SMEVCSnew/UserRegister.jsp HTTP/1.1" 200 7732
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:11 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8662
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:14 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:17 +0530] "GET /SMEVCSnew/UserRegister.jsp HTTP/1.1" 200 7732
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:42 +0530] "GET /SMEVCSnew/UserRegister.jsp HTTP/1.1" 200 7572
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:44 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8662
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:46 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:47 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5410
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:49 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8662
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:16:50 +0530] "GET /SMEVCSnew/AdminLogin.jsp HTTP/1.1" 200 5385
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:22:20 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8293
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:22:55 +0530] "GET /SMEVCSnew/map.jsp HTTP/1.1" 200 11030
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:22:56 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:28:11 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5416
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:28:18 +0530] "POST /SMEVCSnew/UserLoginController HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:28:20 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:32:39 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:32:43 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:32:45 +0530] "GET /SMEVCSnew/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [27/Sep/2024:11:32:47 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8293
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:30:52 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5416
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:30:52 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:31:23 +0530] "POST /SMEVCSnew/UserLoginController HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:31:25 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5416
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:31:45 +0530] "POST /SMEVCSnew/UserLoginController HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:31:46 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:32:02 +0530] "GET /SMEVCSnew/Search.jsp HTTP/1.1" 200 5046
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:32:07 +0530] "POST /SMEVCSnew/SearchSlot.jsp HTTP/1.1" 200 13221
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:32:11 +0530] "GET /SMEVCSnew/Slots.jsp?id=1&slotname=a&address=rosary%20school&area=warje&city=pune&state=mh HTTP/1.1" 200 7063
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:32:55 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:47:06 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:47:06 +0530] "GET /SMEVCSnew/assets/img/hero-bg.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:47:10 +0530] "GET /SMEVCSnew/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:47:11 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8293
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:47:59 +0530] "GET /SMEVCSnew/UserLogin.jsp HTTP/1.1" 200 5416
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:48:08 +0530] "POST /SMEVCSnew/UserLoginController HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:48:09 +0530] "GET /SMEVCSnew/UserHome.jsp HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:48:17 +0530] "GET /SMEVCSnew/Search.jsp HTTP/1.1" 200 5046
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:48:22 +0530] "POST /SMEVCSnew/SearchSlot.jsp HTTP/1.1" 200 13221
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:48:27 +0530] "GET /SMEVCSnew/Slots.jsp?id=1&slotname=a&address=rosary%20school&area=warje&city=pune&state=mh HTTP/1.1" 200 7063
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:49:42 +0530] "GET /SMEVCSnew/LogoutController HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [27/Sep/2024:12:49:43 +0530] "GET /SMEVCSnew/index.jsp HTTP/1.1" 200 8293
